Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha,Sentimiento 1,Sentimiento 2,1.3 Inglés,1.4 Inglés
8107,SRE1587,SRE-02-011-F,Sí,Sí,"Con todo respeto, se podría orientar mejor a los extranjeros interesados en este trámite si se ofrece como dato adicional el contacto de órgano administrativo que expide ""la carta de antecedentes no penales federales"", que solo puede conseguirse, según tengo entendido, únicamente en la ciudad de México. Muchas Gracias.","Se puede mejorara en la atención del contacto telefónico, porque quienes vivimos en otro estado y necesitamos concretar alguna información antes de viajar a la ciudad de México, se hace imposible por este medio. Muchas Gracias.",2017-01-19,0,0,"With all due respect, we could better target foreigners interested in this procedure if offered as additional information contact administrative body issuing ""the letter background non-criminal federal"", which can only be achieved, as I understand, only the Mexico City. Thank you so much.","It can improve care in telephone contact, because those who live in another state and we need to specify some information before traveling to Mexico City, is made impossible by this means. Thank you so much."
8108,SEMARNAT1181,SEMARNAT-03-011,Sí,Sí,"los espacios son muy reducidos y cuando se llena la informacion no se entiende nada, no se como le hagan para entender lo que se esta mandando","se deberia de hacer en formato libre, como se hacia anteriormente o cambiar este tramite a otro tipo de formato que no sea en PDF",2017-01-19,0,1,"the spaces are very small and when the information is filled not understood anything, you do not like to understand what is sending","you should do in free format, as previously to or change this processed to another format other than PDF"
8109,SEDESOL318,SEDESOL-21-002,Sí,Sí,"*Faltan las fechas en las que se puede realizar el trámite, ya que en el trámite en linea, dice que no esta vigente en fecha de tramite.
*Lugares y teléfonos a donde dirigirse para la certificación en el estándar de competencias EC0435","Faltan las fechas en las que se puede realizar el trámite, ya que en el trámite en linea, dice que no esta vigente en fecha de tramite, asi como que contesten en las oficinas en la cd. de Xalapa, ya que he hecho un sin fin de llamadas y no contestan, me gustaria saber si es necesario certificarse en el estándar de competencias EC0435, (sin tener una guardería operando), para realizar la solicitud de guardería sedesol, y a donde me puedo dirigir para hacer la certificación, ya que no hay información sobre la misma, si es necesario agendar una cita en las oficinas de Xalapa para llevar documentación, como hacerlo si no contestan los telefonos, envié un correo a la dirección maria.gutierrez@sedesol.gob.mx, el día 12 de enero solicitando información, del cuál aun no obtengo respuestas, en el palacio municipal, no cuentan con información sobre el tema, hace falta información sobre el mismo y personal capacitado en el área que pueda dar una orientación veraz y efectiva.
Esperando contar con su apoyo, le doy las gracias, quedando a sus ordenes.
Atentamente: Amina Saucedo (aminasaucedo51@gmail.com)",2017-01-19,1,0,"* Missing dates that can make the process because the process online, says that is not processed current date.
* Places and telephones where to go for certification in the standard of competence EC0435","Missing dates which can make the process because the process online, says that is not in force on proceedings, and to answer at the offices in the cd. Xalapa, since I have made endless calls and not answer, I wonder if needed certified in the standard of competence EC0435, (without a nursery operating), to make the request SEDESOL nursery, and where I can leading to certification, as there is no information about it, if necessary schedule an appointment at the offices of Xalapa to carry documents, how to do if they do not answer the phone, I sent an email to the address maria.gutierrez@sedesol. gob.mx, on January 12 requesting information, from which even I do not get answers, at city hall, have no information on the subject, we need information about it and trained personnel in the area who can give a truthful guidance and effective.
Hoping to have your support, I thank you, leaving their orders.
Sincerely, Amina Saucedo (aminasaucedo51@gmail.com)"
8110,SEDESOL59,SEDESOL-20-001-B,Sí,Sí,CUANTAS PERSONAS REQUIERE POR COMUNIDAD Y QUE EDAD,CUANTAS PERSONAS REQUIERE POR COMUNIDAD Y QUE EDAD,2017-01-19,1,1,HOW MANY PEOPLE ARE REQUIRED BY COMMUNITY AND AGE,HOW MANY PEOPLE ARE REQUIRED BY COMMUNITY AND AGE
8111,SRE117,SRE-03-006-A,Sí,Sí,"El hecho de haber centralizado los trámites del gobierno, desmejoró la facilidad de acceso a las ligas que se tenían anteriormente. Es necesario incorporar links de fácil acceso con archivos para los trámites del pasaporte, información sobre transferencias electrónicas, la presentación de la información está dispersa, no se puede imprimir todo de manera conjunta, no se emite explicación del acceso con Registro en la web, etc, etc","1. Descentralizar informaciones de las Secretarías porque quedó terrible, ya no se encuentran los links armoniosos. Con una misma imagen gubernamental, ahora no se ve corporativo sino pobre, triste o deficiente, hasta da flojera 
2. Facilidad de acceso a toda la información porque se encuentra complicada la búsqueda, tiene uno que regresar al inicio de la ventana para poder ver el menú secundario que se desprende del lado superior derecho.
3. Incorporar archivo PDF con posibilidad de requisitar en la computadora
4. Información sobre métodos de pago, transferencias electrónicas, uso de tarjetas de crédito
5. Información sobre el acceso registrándose en la WEB. por ejemplo, a mí no me permitió continuar con mi trámite solo porque el sistema menciona que mi número de pasaporte es incorrecto, pero si aquí lo tengo a la vista y están todos los números y letras que vienen impresos en el pasaporte.
6. No hay menú de ayudas.",2017-01-19,0,0,"The fact that centralized government formalities, worsened easy access to the leagues that had previously. You need to incorporate links for easy access to files for paperwork passport, information on electronic transfers, the presentation of the information is scattered, you can not print all together, no explanation of the access register is issued on the web, etc. , etc","1. Decentralize information of the Secretariats because it was terrible, are no longer harmonious links. With the same government's image, now is not corporate but poor, sad or poor, to give flojera
2. Easy access to all information that is complicated the search, have to get back to the top of the window to see the submenu that appears in the upper right side.
3. Incorporate possibility of PDF file on the computer requisitar
4. Information on payment methods, wire transfers, credit card use
5. Information on access by registering on the WEB. for example, not me allowed me to continue with my single procedure because the system mentioned my passport number is wrong, but if I have it in sight and are all numbers and letters that are printed on the passport.
6. No aid menu."
8112,sep.2574,SEP-01-028-A,Sí,Sí,"que los formatos salgan de inmediato, hay que buscar mucho para poder encontrar el formato y para pago del banco","Que la pagina no sea austera, haya información de primera mano como los tipos de tramites y costos. Para facilidad de las personas, no me importa quienes son ni que hacen a veces por las premuras del tiempo necesitas saber donde esta el formato e imprimirlo.",2017-01-19,0,0,"leave the formats immediately, you have to look far to find the form and payment of the bank","That the page is not austere, has first-hand information as the types of procedures and costs. For ease of people, I do not care who they are or they do sometimes need the urgencies of the time know where the format and print it."
8113,ISSSTE1722,ISSSTE-07-001,Sí,Sí,"NO SE PUEDE ACCEDER A LA PAGINA DE AGENDAR CITAS, O INFORMEN LA PAGINA A LA CUAL UNO PUEDE ACCEDER.",LA INFORMACION QUE PROPORCIONAN,2017-01-19,1,1,"CAN NOT ACCESS THE PAGE schedule appointments, OR INFORM THE PAGE TO WHICH ONE CAN GET ACCESS.",Information provided
8114,AFSEDF842,AFSEDF-01-014,No,Sí,"Las ligas mandan al mismo lugar, la información no es clara y en ninguna parte aparece información para preinscripción a 5° de Primaria.. Entonces, será otro año en que no puedo inscribir a mi hijo en escuela pública porque uds. no informan.",Información clara: eso.,2017-01-19,0,0,"Leagues sent to the same place, the information is not clear and nowhere pre-registration information appears to 5th Primary .. Then it will be another year can not enroll my child in public school because of you. no report.",Clear information: that.
8115,SRE112,SRE-03-002,Sí,Sí,He marcado al número que sugieren para agendar una cita pero al parecer ha estado ocupado. Me pueden por favor enviar algún otro numero o alguna otra opcion para generar mi cita?,Indicar mas opciones para agendar cita,2017-01-19,1,1,I dial the number suggested to schedule an appointment but the opinion has been busy. I can please send some other number or some other option to generate my appointment?,Indicate more options to schedule an appointment
8116,SRE113,SRE-03-003,No,Sí,"si van a subir telefono de incormacion que NO sirven habiliten los telefono de los centros estatales, pues no hay forma de contactarlos ahora, maldita burocracia",mas formas de contactarlos para dudas,2017-01-19,0,1,"if they go up phone incormacion that do not serve the phone enable state schools, because there is no way to contact them now, damn bureaucracy",more ways to contact them for questions
8117,SEDESOL665,SEDESOL-10-032-D,No,Sí,"buen dia les envio un saludo a la vez que les informo que las solicitudes que deben de llenarse para estos tramites deben de venir acompañados por los requisitos ya que no se pueden encontrar las personas que entramos por primera vez y que no tenemos experiencia en navegar en estos sitios y si no van ligados uno deja de hacer el tramite o tiene que recurrir a ayuda profesional para que un tercero le haga a uno dicho tramite por desconocimiento del procedimiento

por su atencion gracias",poniendo requisitos y solicitudes adjuntas,2017-01-19,0,1,"good day they sent greetings while I inform you that applications must be filled for these procedures must be accompanied by requirements and not be found people who walked in the first time and we have no experience in surf these sites are linked and if you stop making processed or have to resort to professional help for a third party to make one said processed ignorance of the procedure

For your attention thanks",placing requirements and appended claims
8118,SRE572,SRE-01-020-A,Sí,Sí,SOLO QUE FUNCIONE EL TELEFONO O EL SISTEMAS DE CITAS POR INTERNET,MEJORAR LAS FORMA DE HACER UNA CITA AL CIONSULADO,2017-01-19,1,1,ONLY operate the phone or Internet dating SYSTEMS,IMPROVING THE FORM OF AN APPOINTMENT TO THE DO CIONSULADO
8119,CFE194,CFE-00-020,Sí,Sí,"No tiene el municipio de Tamuin, San Luis Potosí donde también hay oficina y abarca entre otro municipios el de San Vicente Tancuayalab que es el que busco",acftualizar las oficinas,2017-01-19,1,1,"It does not have the municipality of Tamuin, San Luis Potosi where there is also office and covers among other municipalities of San Vicente Tancuayalab is who sought",acftualizar offices
8120,sep.2818,sep.-18-2019,Sí,No,,Que se creen oficinas en estados de la republica para descentralizar el tramite.,2017-01-19,3,0,,Offices that are created in states of the republic to decentralize the process.
8121,SEDESOL61,SEDESOL-22-001-A,Sí,Sí,No he podido hacer la inscripción de adultos 65+ en la ciudad de Puebla,Para cuando podré hacer la inscripción,2017-01-20,1,1,I could not do the registration of adults 65+ in the city of Puebla,When I can make registration
8122,SE66,SE-09-041,Sí,Sí,EL TIEMPO QUE TARDA LA AUTORIZACION DE LA RAZON SOCIAL,"SI LA RAZON SOCIAL ESTA DISPONIBLE, AUTORIZARLA AL MOMENTO Y NO TENER QUE ESPERAR UN TIEMPO INDEFINIDO",2017-01-20,1,0,The time taken AUTHORIZATION OF CORPORATE,"CORPORATE IF AVAILABLE, when and authorize it to NOT HAVE TO WAIT A LIFETIME"
8123,SEP69,SEP-01-030-A,Sí,No,,"Que el trámite se pueda realizar en el estado donde estudiaste, yo fui a preguntar a la SEP en el lugar donde vivo que es MONTERREY NUEVO LEÓN, y me dicen que el trámite solo puedo hacer en la Ciudad de México.",2017-01-20,3,0,,"That the procedure can be performed in the state where you studied, I went to ask the SEP in the place where I live is MONTERREY NUEVO LEON, and tell me the single procedure can do in Mexico City."
8124,CNPSS179,CNPSS-00-001,Sí,No,,"Llame al numero que indica arriba para orientación vía telefónica y solo se escuchaba que estaban platicando y echando relajo, INCOMPETENTES, si no quieren trabajar denle oportunidad a personas que necesiten el trabajo y que si lo realicen",2017-01-20,3,0,,"Call the number above for guidance indicating via phone and only heard they were talking and throwing mess, incompetent if you do not want to work Give opportunity for people who need work and if they perform"
