is_info_useful,missing_info,improvements,date,missing_info_es,improvements_es,missing_info_en,improvements_en,institution_name,institution_branch,institution_window
1,implementar agendar cita internet,poder agendar cita internet,2016-07-13,implementar agendar cita internet,poder agendar cita internet,implement online appointment scheduling,schedule appointment online,SRE,03,006
0,,mentir ayer cerraron oficinas lomas avisar quedaron entregarme pasaporte dia hoy fin entregaron llegue am sali cren ustedes unicos trabajan disponen tiempo ojala tramiten dependencia hagan mismo vean cuesta cambiar dejen ser burocracia siempre culpa ustedes catalogan burocratas vale,2016-07-14,,mentir ayer cerraron oficinas lomas avisar quedaron entregarme pasaporte dia hoy fin entregaron llegue am sali cren ustedes unicos trabajan disponen tiempo ojala tramiten dependencia hagan mismo vean cuesta cambiar dejen ser burocracia siempre culpa ustedes catalogan burocratas vale,,lie yesterday closed offices unannounced hills give passport day today finally gave arrives sall think ones working cren hopefully time processed another room something thing see feels like cost change longer bureaucracy always categorize us bureaucrats worth,SRE,03,003
0,mas formales cierran oficinas san luis potosi quieren avisan tardan dias enteregarlos disponen tiempo quieren mal estan,capacitacion personal,2016-07-14,mas formales cierran oficinas san luis potosi quieren avisan tardan dias enteregarlos disponen tiempo quieren mal estan,capacitacion personal,formal closed offices san luis potosi want alert take days enteregarlos offer time want wrong,training staff,SRE,03,003
0,algun numero aclarar dudas,servicio seria mejor si pudiera hacer modificacion datos telefono tener viajar cdmx,2016-07-14,algun numero aclarar dudas,servicio seria mejor si pudiera hacer modificacion datos telefono tener viajar cdmx,number answer questions,service would better could data modification phone travel cdmx,SEGOB,05,005
0,puedo obtener apoyo,personal gobierno federal vanga apoyos bien aprovechados,2016-07-14,puedo obtener apoyo,personal gobierno federal vanga apoyos bien aprovechados,get support,federal government personnel vanga supports well used,SEDESOL,20,001
0,necesito saber requisitos si alguna persona puede hacer tramite mexico,poniendo informacion correcta,2016-07-14,necesito saber requisitos si alguna persona puede hacer tramite mexico,poniendo informacion correcta,requirements need know anyone make processed mexico,putting right information,SRE,01,037
1,sacar cita,agregar enlace hacer cita via web,2016-07-15,sacar cita,agregar enlace hacer cita via web,get appointment,add link make appointment via web,SRE,03,002
0,falta informacion pagina dice llamar telefono debo tener mano curp hacer cita creo formato guia anterior mas practico mas completo,diseo pagina informacion buena debe ser mas clara gracias,2016-07-15,falta informacion pagina dice llamar telefono debo tener mano curp hacer cita creo formato guia anterior mas practico mas completo,diseo pagina informacion buena debe ser mas clara gracias,lack information page say call curp hand make appointment think format previous guide practical complete,design page information good clearer thank,SRE,03,002
0,,buenas tardes si lugar adecuado queja esposa problema columna practicamente incapacitada especialista solicito estudio rm columna lumbo sacra mayo presente fecha dicen estudio realizando paciencia problema esposa avanza hago,2016-07-15,,buenas tardes si lugar adecuado queja esposa problema columna practicamente incapacitada especialista solicito estudio rm columna lumbo sacra mayo presente fecha dicen estudio realizando paciencia problema esposa avanza hago,,good afternoon right place complaint wife back problem virtually incapacitated specialist requested study mri lumbar sacral spine since may date say study performing patience problem wife progresses,ISSSTE,05,002
1,tener mano link realizar citas,tener mano link realizar citas,2016-07-15,tener mano link realizar citas,tener mano link realizar citas,hand link appointments,hand link appointments,SRE,03,003
0,ofrecen opcion hacer citas tramite pasaporte internet facil acceso liga realmente existe,ofrecen opcion hacer citas tramite pasaporte internet facil acceso liga realmente existe,2016-07-15,ofrecen opcion hacer citas tramite pasaporte internet facil acceso liga realmente existe,ofrecen opcion hacer citas tramite pasaporte internet facil acceso liga realmente existe,offer option making appointments passport processing online easy access league really exist,offer option making appointments passport processing online easy access league really exist,SRE,03,006
1,realiza cita tramitacion,pues incluyendo informacion faltante,2016-07-15,realiza cita tramitacion,pues incluyendo informacion faltante,appointment made processing,including missing information,SRE,03,007
0,informacion bastante deficiente ademas exixte yael sitemade agendar citas via internet,falta poder agendar citas mismo via internet excelente servicio prestaban anteiormente servicio telefonico deficiente retroceso,2016-07-15,informacion bastante deficiente ademas exixte yael sitemade agendar citas via internet,falta poder agendar citas mismo via internet excelente servicio prestaban anteiormente servicio telefonico deficiente retroceso,information quite poor besides exixte yael sitemade schedule appointments via internet,failure schedule appointments via internet self service excellent provided anteiormente telephone service poor throwback,SRE,03,003
0,pagina redirecciona pagina concertar citas dado sistema propio oficina sre corresponde embargo opcion generar tal cita aparece claramente especificada,facilitar sistema generacion citas,2016-07-15,pagina redirecciona pagina concertar citas dado sistema propio oficina sre corresponde embargo opcion generar tal cita aparece claramente especificada,facilitar sistema generacion citas,another page redirects page make appointments since system sre office belong however option generate appointment appear clearly specified,facilitate generation system dating,SRE,03,002
0,hola quiero checar si lista credencial migra ifm pese dieron pagina wwwinmgobmxtramitespublicoseguimientotramitehtml encuentro puedo consultar si lista credencial logica pagina clara quiere tramitar documentos terminologia usted manera corresponde siempre terminologia pagina puede encontrar sencillamente seguimiento solicitud embargo mejoria servicios mejorar claridad pagina gracias saludos,hola quiero checar si lista credencial migra ifm pese dieron pagina wwwinmgobmxtramitespublicoseguimientotramitehtml encuentro puedo consultar si lista credencial logica pagina clara quiere tramitar documentos terminologia usted manera corresponde siempre terminologia pagina puede encontrar sencillamente seguimiento solicitud embargo mejoria servicios mejorar claridad pagina gracias saludos,2016-07-15,hola quiero checar si lista credencial migra ifm pese dieron pagina wwwinmgobmxtramitespublicoseguimientotramitehtml encuentro puedo consultar si lista credencial logica pagina clara quiere tramitar documentos terminologia usted manera corresponde siempre terminologia pagina puede encontrar sencillamente seguimiento solicitud embargo mejoria servicios mejorar claridad pagina gracias saludos,hola quiero checar si lista credencial migra ifm pese dieron pagina wwwinmgobmxtramitespublicoseguimientotramitehtml encuentro puedo consultar si lista credencial logica pagina clara quiere tramitar documentos terminologia usted manera corresponde siempre terminologia pagina puede encontrar sencillamente seguimiento solicitud embargo mejoria servicios mejorar claridad pagina gracias saludos,hello check credential list ifm migra although got page wwwinmgobmxtramitespublicoseguimientotramitehtml find see credential list logic page clear want process documents terminology always correspond terminology page found simply follow request however improvement services must improve clarity page thank regards,hello check credential list ifm migra although got page wwwinmgobmxtramitespublicoseguimientotramitehtml find see credential list logic page clear want process documents terminology always correspond terminology page found simply follow request however improvement services must improve clarity page thank regards,INM,03,009
