Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha
7937,SRE117,SRE-03-006-A,No,No,,Tener horario en sábado para trámite de pasaporte en Monterrey N.L no puede ser que siendo una ciudad de esta altura no tengan ese servicio y cómo hacerle si mi esposo no puede entre semana..,2017-01-11
7938,PROFECO1351,PROFECO-00-003,Sí,Sí,"ANTES EL TRAMITE SE PODIA REALIZAR POR INTERNET Y ERA MAS FACIL LLEVARLO A CABO, CON LA OPCION SOLO PRESENCIAL ES MAS TEDIOSO EL TRAMITE ADEMAS DE QUE NO GENERA LA LINEA DE CAPTURA EL SISTEMA",REGRESAR AL SISTEMA ANTERIOR,2017-01-12
7939,SRE112,SRE-03-002,No,Sí,"El día que se cita, ese mismo día entregan el pasaporte?","Información en el trámite de pasaportes, si la entrega es el mismo día.",2017-01-12
7940,ISSSTE532,ISSSTE-00-015,Sí,Sí,Puedo hacer cita ppr internet para realizar el tramite? es que vivo en la zona norte a 6 horas de camino.,Proporcionarme una pagina de internet.,2017-01-12
7941,SEDESOL61,SEDESOL-22-001-A,Sí,Sí,Por ejemplo ; A donde llamar o acudir para pedir informacion referente cuando no se esta recibiendo el apoyo en los adultos mayores ya estando isncritos y con la firma al corriente en donde sw puede saber el porque no se esta recibiendo el apoyo.,Nada,2017-01-12
7942,SEP2401,SEP-17-002,Sí,Sí,quiero saber para poderme inscribir o sacar fichaa,que extensan mas la informacion,2017-01-12
7943,ISSSTE1722,ISSSTE-07-001,Sí,No,,buenas noches donde podria solicitar cambio de consultorio,2017-01-12
7944,UNADM1064,UNADM-00-001,Sí,No,,"Me gustaría este recurso para estudiar fuera más difundido a través de los grandes medios de comunicación que existen hoy en día; yo por ejemplo no sabía de su existencia y por coincidencia lo encontré pero no pude ingresar debido a que ya pasó la fecha de inscripción 
Es una estupenda idea este tipo de enseñanza falta difusión porfavor",2017-01-12
7945,SEP1778,SEP-09-001,Sí,Sí,la Republica Mexicana es muy grande. ¿Estos trámites pueden realizarse en cada estado o es necesario desplazarse al D.f.?,"¿Los trámites pueden realizarse en los diferentes estados, en dónde. Puede a haber consejeros que acompañen durante el proceso?",2017-01-12
7946,SEP71,SEP-01-031-A,No,Sí,Los nuevos montos para el pago de derechos,"Su sistema de actualización de montos de pago de los derechos correspondientes, ya que se reformaron y publicaron desde diciembre pasado (2016) y aún hoy 12/01/2017 no aparecen los nuevos montos.",2017-01-12
7947,SAGARPA2837,SAGARPA-16-016-C,Sí,Sí,"No esta claro si se puede acceder a algún apoyo al fomento ganadero, sin estar registrado en PGN, pues existen varios casos de que se esta trabajando en la infraestructura del rancho y se requiere apoyo para corrales, agua y en su caso pastura, para poder meter los animales, o que tipo de apoyo se puede recurrir para estos casos?",Comlemetar con lo antes expuesto.,2017-01-12
7948,SRE232,SRE-01-031,Sí,Sí,Explicar el proceder de la programación de la cita pues cuando ingresas con tu cuenta para programar la cita no tienes seguridad que esta se realizo correctamente. Solo te dan la opción de limpiar que se infiere borrar la informción porque te equivocastes y buscar cita da la información de los meses pero no dice nada ??¿¿,Explicar como proceder a realizar la cita,2017-01-12
7949,SRE113,SRE-03-003,Sí,Sí,LA ASIGNACION DE CITAS VIA WEB,VOLVER A ACTIVAR LAS CITAS VIA WEB,2017-01-12
7950,INEA2372,INEA-01-001-C,Sí,Sí,CREAR UN BOTON DE CONSULTA DE CALIFICACIONES EN LINEA POR QUE NO TODOS PODEMOS ACUDIR A LAS OFICINAS,PROPORCIONAR MAS INFORMACION SOBRE LAS CONSULTAS,2017-01-12
7951,INAH1300,INAH-00-020-A,Sí,Sí,"El formato en cuestión, no hay un vínculo. O al menos no está fácil de encontrar porque busco y busco.","¿Dónde consigo el formato? no lo puedo encontrar para descarga, gracias.",2017-01-12
7952,SEP72,SEP-01-031-B,Sí,Sí,"lLEVO HECHO EL PAGO DESDE HACE CUATRO MESES EN SEPTIEMBRE 30, PASÓ OCTUBRE, NO HABÍA CITAS, NOVIEMBRE, DICIEMBRE, ENERO Y FEBRERO NO ES POSIBLE, PARA MARZO NO ABRE TODAVÍA QUE PASA.",LA APERTURA DE CITAS NO ES POSIBLE QUE POR EJEMPLO Y FEBRERO MARCA AGOTADO DESDE DICIEMBRE Y SUPONIENDO AHORA ES ENERO 12 NO PUEDO ACCEDER A MARZO. HAN PASADO 4 MESES DE HABER PAGADO Y AUN NO TENGO CITA Y EL TIEMPO PASA URGE LA EXPEDICIÓN DE CÉDULA ADEMÁS A PARTIR DEL LUNES 9 MARCO TELEFÓNICAMENTE Y NO CONTESTAN.,2017-01-12
7953,SECTUR3109,SECTUR-05-006,Sí,Sí,Hace falta que te indiquen de que manera te beneficias como prestador de servicios obteniendo el registro nacional de turismo.,"Podrían mejorar muchísimo si contestaran a la extensión que mencionan. Marque varias veces sin éxito y las dos veces que me contestaron me colgaron en seguida. Que mala atención.
015530031600 ext. 1253",2017-01-12
7954,IMSS189,IMSS-02-066-G,No,Sí,"Deben quitar de la información el trámite en LINEA, porque no está activa la opción en el IMSS Digital el ""Registro de padre y/o madre como derechohabiente en el IMSS"" como lo promocionana.","Deben mejorar el IMSS Digital, revisar las opciones y promocionar lo que realmente está activo. Saludos.",2017-01-12
7955,IMSS165,IMSS-02-012,Sí,Sí,Una página donde se puedan consultar los estatus de los trámites y saber como van.,La consulta de todos trámites,2017-01-12
7956,SRE144,SRE-03-007-A,Sí,Sí,"el chat en linea no se establece y después esperar algunos minutos solo te pide que llenes la encuesta de calidad de servicio, que por lógica no presto, por lo que lo califique como de mala calidad ya que ni siquiera se inicia el chat!","hacer que funcione el chat en linea, en mi caso me interesa saber los precios de los pasaportes en el consulado que esta en El Paso Tx, y si aceptan el pago en pesos o en dolares!",2017-01-12
7957,INM820,INM-03-009-D,No,Sí,"El pago no existe la opcion de renovacion a residente temporal, sale cualquier opcion","En la calidad del servicio y la claridad en la información ademas de actualizacion de la misma, dando ejemplos sobre cartas que necesitan en los requisitos para los trámites de renovación de estancia, porque piden cartas pero al principio ni las pedian, de que se trata de dejar que se queden o que se vayan y mas es dificl para los primerizos, otro poco y piden adn",2017-01-12
7958,ISSSTE574,FOVISSSTE-00-009-A,No,Sí,no me dan mas que los requisitos y no se en qué consiste el crédito tradicional no tiene ligas para información. no quiero solo saber qué me piden sino quiero saber de qué se trata.,"No se limiten a requisitos, algunos queremos saber más información respecto del trámite como en qué consiste, cuáles son los fundamentos legales, dónde puedo leer mas al respecto y esa serie de cosas.",2017-01-12
7959,SEDESOL61,SEDESOL-22-001-A,Sí,Sí,"Soy del municiopio de marcos castellanos y mi mamá es de 1950 y no goza de estos beneficios a entregado documentos ya 3 veces y solo la ilusionan y solo le dicen cuando va a ver si le llega el pago que no hay nuevos, leyendo y buscando me entero que no le dieron folìo lo cual me dice que ni quiera esta inscrita. Es viuda y de bajos recursos creo que no se bale e igual ke ella hay muchos más. Les pido ke porfavor ya asignen folios o atiendan edtas situaciones",Asignar más folios a los municipios envespecifico marcos castellanos y que podamos ver en linea si estan incritos o solo los ilusionan xke son adultos y estan jugando con ellos,2017-01-12
7960,SEP1658,SEP-01-041-A,No,Sí,"La solicitud para realizar el trámite ó la liga en donde venga la solicitud.
La información no está actualizada, no es el domicilio y en el teléfono nunca contestan.",Actualicen la información y complétenla bien.,2017-01-12
7961,SEMARNAT467,SEMARNAT-04-003-A,No,No,,"simplificar>
quiero saber como esta  mi tramite de impacto mbiental",2017-01-12
7962,SEGOB171,SEGOB-05-005,Sí,Sí,"ubicación de oficinas en Estados de la República, y realizar este mismo trámite en línea ya que los horarios de oficinas son muy cortos  de 9am  a 2:30PM",lo antes mencionado,2017-01-12
7963,SRE1572,SRE-02-004,Sí,Sí,"Habrá manera de tener el formato de convenio de renuncia para adquisición de bienes inmuebles de manera editable? es decir, poder llenar el formato como algún formulario?","formatos editables, que se puedan llenar como formulario, o solicitud... un PDF editable",2017-01-12
7964,SRE1572,SRE-02-004,Sí,Sí,"Habrá manera de tener el formato de convenio de renuncia para adquisición de bienes inmuebles de manera editable? es decir, poder llenar el formato como algún formulario?","formatos editables, que se puedan llenar como formulario, o solicitud... un PDF editable",2017-01-12
7965,AFSEDF842,AFSEDF-01-014,No,Sí,que folio es el que pide,que tenga mas informacion,2017-01-12
7966,SEDENA38,SEDENA-01-009,Sí,No,,Pues solo poder recuper el papel militar,2017-01-13
7967,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7968,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7969,ISSSTE568,ISSSTE-05-006-B,Sí,Sí,el por  que  hay  que   firmar  por no tener  derechos  a los  seguros  de los  derecho ambientes del   issste  si  es    responasabiliad e la  misma  dar  razon  si  algo  pasa  con su  familiar...  por que  el  gobierno  siempre  se  queda  con    sus  gratificaciones  o  los  mismos ..,"muchas  cosas¡+
no   poner   absurdas   clausulas  como  ejemplo (si   llega  a  morir  no  nos  hacemos   responsable  por esperar  su  atención medica y  con  obligación  tienen que firmar ) a las  cual no estamos de acue}rdo  en un papel que es  importante   para  un servicio digno de la  comunidad..
mejorar  la  atención  del paciente  .pero  sobre  todo  ser  humanos  por que   cada  vez  se  deteriorara la  educación  y  sobre  todo el  valor  de   atender   a  sus  pacientes  que   tardan  años  en atender ...",2017-01-13
7970,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7971,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7972,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7973,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7974,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7975,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7976,ISSSTE556,ISSSTE-05-007-A,Sí,Sí,"detallar el proceso el tramite, desir cuanto tiempo en días estaras en el sistema, o cuanto tarda en darte de alta","Poner la información más clara, y especificar el proceso del trámite",2017-01-13
7977,CNPSS179,CNPSS-00-001,Sí,Sí,"La reafiliación debe de ser por internet.
Proporcionar fechas de las oficinas abiertas.","Deben de decir el horario y la fechas en las que se abrirán las oficinas para reactivar el seguro, porque en el estado de Veracruz no han abierto las oficinas del seguro popular,, sólo dicen hasta nuevo aviso",2017-01-13
7978,AFSEDF842,AFSEDF-01-014,No,Sí,"No puedo ingresar los datos de  la escuela  me piden la Op  si lo tengo pero el folio no sé de donde sacarlo            
¿se podría hacer la preinscripción por vía telefonica?",El accesso a preinscribir o si se pudgier a ir directamente al plantel,2017-01-13
7979,IMSS189,IMSS-02-066-G,No,Sí,ESO LO DEBERIAN SABER USTEDES,"TODA, ES IMPOSIBLE PODER REGISTRAR",2017-01-13
7980,SRE113,SRE-03-003,No,Sí,"para cada estado deverian de incluir todos los municipios, la informacion esta muy limitada.","Sinceramente cambien al ingeniero que les hace la pagina, parece pagina echa por estudiantes de HIgh school...",2017-01-13
7981,IMSS165,IMSS-02-012,No,No,,"para que piden que ponga mi primer empleador y los demas que le siguen en la solicitud,si solo quiero que corrijan mi curp.no tengo empleo y no he podido sacar la ayuda de desempleo porque ustedes me la rechazan.estaba mal el curp y lo corrigieron rapido en la renapo y afore,pero ahora el imss pide muchos requisitos para esa correccion.se me hace exagerado todo lo que piden por esa minima correccion que ya esta lista en dos instituciones.me muero de hambre no sean injustos.",2017-01-13
7982,IMSS401,IMSS-02-096,Sí,No,,hacer el tramite en linea,2017-01-13
7983,INM795,INM-03-005-A,Sí,Sí,numero telefonico  para  mas informacion,agregar numero telefonico,2017-01-13
7984,ISSSTE519,ISSSTE-00-008-A,Sí,Sí,"el proceso para ir a sacar ficha es denigrante, sólo dan 40 fichas al día y sólo hay una persona atendiendo, nos tienen sentados todo el día y finalmente salen con que no hay sistema!!!, acompañé a mi hijo a un trámite de Afore XXI BANORTE y lo atendieron de inmediato, le hicieron una proyección de su pensión y ya empezó a ahorrar mi hijo 3 mil pesos mensuales, yo quiero hacer lo mismo y llevo 4 visitas a la Ofna. de Pensionissste Pachuca y no hay sistema, ya se caaron las fichas, mi comprobante de domicilio de noviembre 2016 ya está vencido según la Srta. Yoselín que atiende Afore, y la cuarta vez que fui es hoym tengo el tuerno 79 y de plano me dijeron -"" llámenos para avisarle cuándo llega el sistema""- !!!","contraten más gente para tender, mejoren su sistema de la página del portal para no tener que ir a perder el tiempo a sus ofnas en Pachuca...",2017-01-13
7985,SEMARNAT441,SEMARNAT-08-049-A,Sí,Sí,Un numero telefónico de contacto para hablar desde el extranjero el 01 800 no funciona,Contacto telefonico o de email para aclara dudas,2017-01-13
7986,PROFECO90,PROFECO-00-017,Sí,Sí,liga a pagina,deberia hacerse tambien para telefonia fija,2017-01-13
7987,SEGOB171,SEGOB-05-005,Sí,Sí,"Otro número telefónico que sí contesten, llevo 5 días marcando al 01 800 911 11 11 y no contestan.",El servicio telefónico.,2017-01-13
7988,SEP70,SEP-01-030-B,Sí,Sí,"LA ENTREGA DE LA CEDULA NO LA ESPECIFICAN, Y DEBERIA SER EN EL MISMO DIA PARA EVITAR EL GASTO DE VOLVER SOLO A RECOGERLA",DIGITALIZAR O SISTEMATIZAR EL TRAMITE PARA NO HACER DOS VISITAS SOBRE TODO QUIENES PROCEDEMOS DE PROVINCIA,2017-01-13
7989,ISSSTE561,ISSSTE-05-007-E,No,Sí,DOCUMENTACIÓN,TRÁMITES EN LÍNEA.,2017-01-13
7990,SFP54,SFP-04-001,No,Sí,"no hay una liga directa para realizar una denuncia por conocimiento de lavado de dinero, hay que estar buscando donde hacerla y no es clara la informacion como la presentan",hacer simple y practico el enlace,2017-01-13
7991,SEDENA1213,SEDENA-01-010,No,Sí,Toda la informacion sobre la forma e5cinco es erronea.. los num de tel no sirven estw sitio no sirve para nada,No sirve para nada esta pagina,2017-01-13
7992,CFE194,CFE-00-020,No,Sí,k pueda imprimir mi recibo,k me ayuden,2017-01-13
7993,CNPSS179,CNPSS-00-001,Sí,No,,Hacer la afiliación en línea,2017-01-13
7994,ISSSTE813,ISSSTE-06-005-A,Sí,Sí,que cuando uno quiera un préstamo lo pueda hacer desde el internet,evitar llevar documentos ya que ustedes cuentan con toda la información de nuestros datos,2017-01-13
7995,SEMARNAT467,SEMARNAT-04-003-A,Sí,No,,"los documentos ingresados en las Delegaciones de cada Estado, deben ser recibidos sin objeción alguna , ya que muchas veces NO se puede viajar a la ciudad de México.",2017-01-13
7996,SFP54,SFP-04-001,No,Sí,Ser mas especificos y mas claros en lo que se pide para poner una denuncia ya que una persona que tenga mas de 40 años no esta muy familiarizada con la computadora y le seria muy dificil,ser mas especificos,2017-01-14
7997,SRE113,SRE-03-003,No,Sí,"el formato para pagar el tramite del pasaporte ya que dan costos  muy bien!
Pero donde pago ??? en que banco???????????? la ficha??? el numero de cuenta???????????",poner una liga donde se pueda imprimir documento de pago y que especifique que estoy pagando y que cubre el pago es decir que conceptos,2017-01-14
7998,RAN1415,SEDATU-04-020,Sí,Sí,el pago para el tramite es directo en sus oficinas o puedo imprimir algún formato para realizar mis pagos?,el pago para el tramite es directo en sus oficinas o puedo imprimir algún formato para realizar mis pagos?,2017-01-14
7999,SRE112,SRE-03-002,Sí,Sí,MENCIONAR QUE EL PAGO DEBE HACERSE PREVIO A LA CITA Y EN QUE BANCO.,",TRATE DE HACER LA CITA POR INTERNET Y NO LO PUDE HACER LLAME PARA REALIZAR LA CITA POR TELEFONO LA CUAL SI ME LA AGENDARON Y PREGUNTE QUE NECESITABA AL PRESENTARME Y NUNCA ME MENCIONARON EL PAGO PREVIO Y NI EN QUE BANCO, ME PRESENTE Y LA PERSONA QUE ME ATENDION TOTALMENTE DESPOTA, MAL GENIO, Y SIN NINGUN TRATO AMABLE SOLO ME COMENTO QUE NO PODIA REALIZAR MI TRAMITE PORQUE ME FALTABA EL PAGO  Y LE COMENTE QUE HABIA HABLADO Y NUNCA ME MENCIONARON ESO. LE PREGUNTE SI PODIA REALIZARLO Y DESPUES REGRESABA NO IMPORTABA QUE FUERA DE LOS ULTIMOS PORQUE YO PEDI PERMISO AL TRABAJO Y NO SE SI ME PUEDAN DAR OTRO DIA PARA REALIZAR MI TRAMITE Y LA SRITA. RENUENTEME ME CONTESTO QUE NO.. QUE HICIERA OTRA CITA Y ME DEJO HABLANDO SOLO. DEBERIA DE PONER PERSONAS QUE TENGAN GANAS DE TRABAJAR Y SOBRE TODO UN MEJOR TRATO. POR ESO ESTA MEXICO COMO ESTA...  
FUE EN LA CIUDAD DE PIEDRAS NEGRAS, COAHUILA EL DIA DE HOY VIERNES 13 DE ENERO 2017 POR LA MANANA",2017-01-14
