is_info_useful,missing_info,improvements,date,missing_info_sentiment,improvements_sentiment,missing_info_es,improvements_es,institution_cat
1,"el hecho de haber centralizado los tramites del gobierno, desmejoro la facilidad de acceso a las ligas que se tenian anteriormente. es necesario incorporar links de facil acceso con archivos para los tramites del pasaporte, informacion sobre transferencias electronicas, la presentacion de la informacion esta dispersa, no se puede imprimir todo de manera conjunta, no se emite explicacion del acceso con registro en la web, etc, etc","1. descentralizar informaciones de las secretarias porque quedo terrible, ya no se encuentran los links armoniosos. con una misma imagen gubernamental, ahora no se ve corporativo sino pobre, triste o deficiente, hasta da flojera 
2. facilidad de acceso a toda la informacion porque se encuentra complicada la busqueda, tiene uno que regresar al inicio de la ventana para poder ver el menu secundario que se desprende del lado superior derecho.
3. incorporar archivo pdf con posibilidad de requisitar en la computadora
4. informacion sobre metodos de pago, transferencias electronicas, uso de tarjetas de credito
5. informacion sobre el acceso registrandose en la web. por ejemplo, a mi no me permitio continuar con mi tramite solo porque el sistema menciona que mi numero de pasaporte es incorrecto, pero si aqui lo tengo a la vista y estan todos los numeros y letras que vienen impresos en el pasaporte.
6. no hay menu de ayudas.",393,0.0,1,"El hecho de haber centralizado los trámites del gobierno, desmejoró la facilidad de acceso a las ligas que se tenían anteriormente. Es necesario incorporar links de fácil acceso con archivos para los trámites del pasaporte, información sobre transferencias electrónicas, la presentación de la información está dispersa, no se puede imprimir todo de manera conjunta, no se emite explicación del acceso con Registro en la web, etc, etc","1. Descentralizar informaciones de las Secretarías porque quedó terrible, ya no se encuentran los links armoniosos. Con una misma imagen gubernamental, ahora no se ve corporativo sino pobre, triste o deficiente, hasta da flojera 
2. Facilidad de acceso a toda la información porque se encuentra complicada la búsqueda, tiene uno que regresar al inicio de la ventana para poder ver el menú secundario que se desprende del lado superior derecho.
3. Incorporar archivo PDF con posibilidad de requisitar en la computadora
4. Información sobre métodos de pago, transferencias electrónicas, uso de tarjetas de crédito
5. Información sobre el acceso registrándose en la WEB. por ejemplo, a mí no me permitió continuar con mi trámite solo porque el sistema menciona que mi número de pasaporte es incorrecto, pero si aquí lo tengo a la vista y están todos los números y letras que vienen impresos en el pasaporte.
6. No hay menú de ayudas.",726.0
1,"que los formatos salgan de inmediato, hay que buscar mucho para poder encontrar el formato y para pago del banco","que la pagina no sea austera, haya informacion de primera mano como los tipos de tramites y costos. para facilidad de las personas, no me importa quienes son ni que hacen a veces por las premuras del tiempo necesitas saber donde esta el formato e imprimirlo.",393,0.0,1,"que los formatos salgan de inmediato, hay que buscar mucho para poder encontrar el formato y para pago del banco","Que la pagina no sea austera, haya información de primera mano como los tipos de tramites y costos. Para facilidad de las personas, no me importa quienes son ni que hacen a veces por las premuras del tiempo necesitas saber donde esta el formato e imprimirlo.",594.0
1,"no se puede acceder a la pagina de agendar citas, o informen la pagina a la cual uno puede acceder.",la informacion que proporcionan,393,1.0,1,"NO SE PUEDE ACCEDER A LA PAGINA DE AGENDAR CITAS, O INFORMEN LA PAGINA A LA CUAL UNO PUEDE ACCEDER.",LA INFORMACION QUE PROPORCIONAN,299.0
0,"las ligas mandan al mismo lugar, la informacion no es clara y en ninguna parte aparece informacion para preinscripcion a 5° de primaria.. entonces, sera otro año en que no puedo inscribir a mi hijo en escuela publica porque uds. no informan.",informacion clara: eso.,393,0.0,1,"Las ligas mandan al mismo lugar, la información no es clara y en ninguna parte aparece información para preinscripción a 5° de Primaria.. Entonces, será otro año en que no puedo inscribir a mi hijo en escuela pública porque uds. no informan.",Información clara: eso.,0.0
1,he marcado al numero que sugieren para agendar una cita pero al parecer ha estado ocupado. me pueden por favor enviar algun otro numero o alguna otra opcion para generar mi cita?,indicar mas opciones para agendar cita,393,1.0,1,He marcado al número que sugieren para agendar una cita pero al parecer ha estado ocupado. Me pueden por favor enviar algún otro numero o alguna otra opcion para generar mi cita?,Indicar mas opciones para agendar cita,722.0
0,"buen dia les envio un saludo a la vez que les informo que las solicitudes que deben de llenarse para estos tramites deben de venir acompañados por los requisitos ya que no se pueden encontrar las personas que entramos por primera vez y que no tenemos experiencia en navegar en estos sitios y si no van ligados uno deja de hacer el tramite o tiene que recurrir a ayuda profesional para que un tercero le haga a uno dicho tramite por desconocimiento del procedimiento

por su atencion gracias",poniendo requisitos y solicitudes adjuntas,393,0.0,1,"buen dia les envio un saludo a la vez que les informo que las solicitudes que deben de llenarse para estos tramites deben de venir acompañados por los requisitos ya que no se pueden encontrar las personas que entramos por primera vez y que no tenemos experiencia en navegar en estos sitios y si no van ligados uno deja de hacer el tramite o tiene que recurrir a ayuda profesional para que un tercero le haga a uno dicho tramite por desconocimiento del procedimiento

por su atencion gracias",poniendo requisitos y solicitudes adjuntas,491.0
1,solo que funcione el telefono o el sistemas de citas por internet,mejorar las forma de hacer una cita al cionsulado,393,1.0,1,SOLO QUE FUNCIONE EL TELEFONO O EL SISTEMAS DE CITAS POR INTERNET,MEJORAR LAS FORMA DE HACER UNA CITA AL CIONSULADO,701.0
1,"no tiene el municipio de tamuin, san luis potosi  donde tambien hay oficina y abarca entre otro municipios el de san vicente tancuayalab que es el que busco",acftualizar las oficinas,393,1.0,1,"No tiene el municipio de Tamuin, San Luis Potosí  donde también hay oficina y abarca entre otro municipios el de San Vicente Tancuayalab que es el que busco",acftualizar las oficinas,27.0
1,,que se creen oficinas en estados de la republica para descentralizar el tramite.,393,3.0,0,#VALUE!,Que se creen oficinas en estados de la republica para descentralizar el tramite.,636.0
1,"los espacios son muy reducidos y cuando se llena la informacion no se entiende nada, no se como le hagan para entender lo que se esta mandando","se deberia de hacer en formato libre, como se hacia anteriormente o cambiar este tramite a otro tipo de formato que no sea en pdf",393,0.0,1,"los espacios son muy reducidos y cuando se llena la informacion no se entiende nada, no se como le hagan para entender lo que se esta mandando","se deberia de hacer en formato libre, como se hacia anteriormente o cambiar este tramite a otro tipo de formato que no sea en PDF",532.0
0,"si van a subir telefono de incormacion que no sirven habiliten los telefono de los centros estatales, pues no hay forma de contactarlos ahora, maldita burocracia",mas formas de contactarlos para dudas,393,0.0,1,"si van a subir telefono de incormacion que NO sirven habiliten los telefono de los centros estatales, pues no hay forma de contactarlos ahora, maldita burocracia",mas formas de contactarlos para dudas,723.0
1,"con todo respeto, se podria orientar mejor a los extranjeros interesados en este tramite si se ofrece como dato adicional el contacto de organo administrativo que expide ""la carta de antecedentes no penales federales"",  que solo puede conseguirse, segun tengo entendido, unicamente en la ciudad de mexico. muchas gracias.","se puede mejorara en la atencion del contacto telefonico, porque quienes vivimos en otro estado y necesitamos concretar alguna informacion antes de viajar a la ciudad de mexico, se hace imposible por este medio. muchas gracias.",393,0.0,1,"Con todo respeto, se podría orientar mejor a los extranjeros interesados en este trámite si se ofrece como dato adicional el contacto de órgano administrativo que expide ""la carta de antecedentes no penales federales"",  que solo puede conseguirse, según tengo entendido, únicamente en la ciudad de México. Muchas Gracias.","Se puede mejorara en la atención del contacto telefónico, porque quienes vivimos en otro estado y necesitamos concretar alguna información antes de viajar a la ciudad de México, se hace imposible por este medio. Muchas Gracias.",717.0
1,"*faltan las fechas en las que se puede realizar el tramite, ya que en el tramite en linea, dice que no esta vigente en fecha de tramite.
*lugares y telefonos a donde dirigirse para la certificacion en el estandar de competencias ec0435","faltan las fechas en las que se puede realizar el tramite, ya que en el tramite en linea, dice que no esta vigente en fecha de tramite, asi como que contesten en las oficinas en la cd. de xalapa, ya que he hecho un sin fin de llamadas y no contestan, me gustaria saber si es necesario certificarse en el estandar de competencias ec0435, (sin tener una guarderia operando), para realizar la solicitud de guarderia sedesol, y a donde me puedo dirigir para hacer la certificacion, ya que no hay informacion sobre la misma, si es necesario agendar una cita en las oficinas de xalapa para llevar documentacion, como hacerlo si no contestan los telefonos, envie un correo a la direccion maria.gutierrez@sedesol.gob.mx, el dia 12 de enero solicitando informacion, del cual aun no obtengo respuestas, en el palacio municipal, no cuentan con informacion sobre el tema, hace falta informacion sobre el mismo y personal capacitado en el area que pueda dar una orientacion veraz y efectiva.
esperando contar con su apoyo, le doy las gracias, quedando a sus ordenes.
atentamente: amina saucedo (aminasaucedo51@gmail.com)",393,1.0,1,"*Faltan las fechas en las que se puede realizar el trámite, ya que en el trámite en linea, dice que no esta vigente en fecha de tramite.
*Lugares y teléfonos a donde dirigirse para la certificación en el estándar de competencias EC0435","Faltan las fechas en las que se puede realizar el trámite, ya que en el trámite en linea, dice que no esta vigente en fecha de tramite, asi como que contesten en las oficinas en la cd. de Xalapa, ya que he hecho un sin fin de llamadas y no contestan, me gustaria saber si es necesario certificarse en el estándar de competencias EC0435, (sin tener una guardería operando), para realizar la solicitud de guardería sedesol, y a donde me puedo dirigir para hacer la certificación, ya que no hay información sobre la misma, si es necesario agendar una cita en las oficinas de Xalapa para llevar documentación, como hacerlo si no contestan los telefonos, envié un correo a la dirección maria.gutierrez@sedesol.gob.mx, el día 12 de enero solicitando información, del cuál aun no obtengo respuestas, en el palacio municipal, no cuentan con información sobre el tema, hace falta información sobre el mismo y personal capacitado en el área que pueda dar una orientación veraz y efectiva.
Esperando contar con su apoyo, le doy las gracias, quedando a sus ordenes.
Atentamente: Amina Saucedo (aminasaucedo51@gmail.com)",501.0
1,que puedas recibir la informacion via telefonica,hable a la sep en merida yucatan ubicada en la avenida yucalpeten. mejor conocida como sep zamna y la señorita elizabeth castro nisiquiera me dejo hablar y me dijo que no daban informacion telefonica que tiene que ser personal. no le veo el problema de dar la informacion o documentos que se requieren. pueden iniciar mejorando dandole un curso de atencion al ciudadano o por lo menos que la regresen a la primaria o a su casa para que aprenda modales .,393,1.0,1,Que puedas recibir la información vía telefónica,Hable a la SEP en merida yucatan ubicada en la avenida Yucalpetén. Mejor conocida como sep zamna y la señorita elizabeth Castro nisiquiera me dejo hablar y me dijo que no daban información telefónica que tiene que ser personal. No le veo el problema de dar la información o documentos que se requieren. Pueden iniciar mejorando dandole un curso de atención al ciudadano o por lo menos que la regresen a la primaria o a su casa para que aprenda modales .,600.0
